26,1216.354166
5,288.831068
12,287.27779
65,746.054039
628,5132.939084
631,5001.515195
634,4953.946454
649,5270.304923
655,5227.279299
659,5280.834772
661,5296.351684
664,5379.932142
676,5633.22153
676,5325.742664
74,732.641898
688,5429.994591
686,5444.101035
700,5578.768295
705,5572.676483
704,5514.71083
716,5691.851162
733,5818.637784
734,5826.846003
740,5885.430852
736,5820.010522
78,872.773312
744,5950.946742
762,6059.479086
765,6126.611019
782,6143.663225
776,6072.70963
785,6160.52925
776,5970.025438
794,6084.022993
801,6167.459938
800,6118.618602
83,845.719829
810,6154.071775
808,6243.008839
814,6502.086082
826,6478.781624
826,6400.474552
839,6505.110478
849,6511.706532
844,6587.57561
869,6928.495968
869,6692.083889
89,826.715887
882,6804.550029
872,6634.952174
886,6851.225591
904,7050.148134
906,7037.142209
905,6984.056774
904,7013.848681
921,7157.416699
908,7093.811642
947,7341.500414
97,984.966526
940,7201.563998
934,7154.498089
943,7299.967419
939,7202.120427
967,7697.23915
958,7465.931554
978,7548.035254
975,7465.859268
980,7477.288996
987,7609.218537
107,981.577877
996,7740.7602
1019,7868.146976
1012,7919.826527
1016,7773.267963
1030,7919.612488
1031,8074.178984
1037,8025.030166
1048,8055.196199
1036,8040.964224
1048,8129.848396
111,1046.276047
1065,8217.609483
1053,8296.278339
1070,8371.116717
1072,8141.712195
1082,8268.303115
1094,8424.547363
1098,8419.529975
1103,8540.812599
1102,8452.157981
1103,8423.778658
114,1059.292904
1116,8638.787943
1125,8709.076503
1131,8706.022839
1140,8820.478798
1146,8802.418107
1146,8706.563754
1170,8945.388087
1160,8774.87378
1160,8865.543957
1178,8993.380674
123,1047.937579
1189,9244.050117
1193,9110.43965
1199,9063.087769
1206,9343.559344
1214,9382.121541
1213,9332.536537
1223,9433.634303
1216,9303.036597
1234,9497.641345
1242,9511.57818
18,379.133465
127,1147.52544
1239,9504.108694
1252,9548.994019
1261,9725.655145
1271,9799.186019
1260,9752.068628
1272,9718.026276
1281,9867.514734
1272,9709.139974
1284,9898.909638
1305,10010.105651
137,1205.64025
1312,10007.806236
1322,10031.966848
1315,10124.062303
1325,10143.395237
1341,10290.521866
1335,10276.323389
1349,10363.789688
1352,10417.918164
1349,10378.58303
1358,10499.199912
143,1279.195455
1368,10413.663134
1380,10849.974153
1367,10446.862378
1381,10561.153312
1379,10554.403164
1395,10583.823059
1396,10677.545842
1412,10835.250982
1412,10828.247656
1422,10968.260237
146,1307.202414
1436,11097.892126
1436,11055.576674
1430,10883.886037
1439,11076.972769
1459,11239.807429
1449,11088.550949
1465,11184.788948
1478,11323.540924
1465,11233.311165
1486,11289.505977
160,1430.606029
1498,11466.553218
1481,11364.060851
1516,11611.779595
1507,11485.439738
1500,11444.346809
1514,11614.284586
1508,11510.026312
1546,11825.946125
1549,11821.840957
1552,11889.780736
165,1529.959047
1548,11864.456134
1562,11944.745618
1568,11920.673865
1580,12030.091631
1567,11882.917046
1581,12066.519437
1584,12099.620654
1616,12321.745045
1607,12236.925138
1592,12086.822067
167,1462.305594
1624,12365.566173
1613,12365.777038
1633,12379.087272
1635,12453.408008
1635,12535.032854
1662,12712.478552
1656,12717.890871
1649,12746.305102
1655,12619.001544
1663,12787.88006
174,1494.806304
1679,12821.022885
1685,12850.806682
1679,13515.291942
1686,13421.162945
1711,13009.665937
1700,13136.936351
1702,12986.007451
1711,13149.280767
1738,13328.255766
1748,13374.211636
182,1637.805551
1746,13287.209382
1731,13230.44051
1751,13539.25791
1751,13392.9222
1770,13607.671959
1760,13448.68294
1777,13474.213823
1789,13765.096769
1783,13610.928377
1785,13452.455942
183,1667.189832
1805,13875.27513
1837,13971.847057
1819,13848.027355
1819,13843.230353
1824,13988.827682
1829,13985.035992
1834,14012.027061
1836,13944.350688
1851,14064.755999
1854,14095.096931
22,386.068384
190,1706.834916
1845,14029.270386
1862,14144.233054
1861,14227.791651
1897,14428.056255
1881,14217.673306
1906,14622.288287
1887,14726.07088
1913,14541.626792
1903,14537.745889
1926,14619.450073
200,1724.490804
1915,14515.355413
1942,14956.047699
1948,14893.225452
1951,14866.220277
1956,14959.3288
1973,15131.409079
1967,14939.321311
1966,14871.619901
1954,14983.119166
1975,15071.288582
203,1749.634512
1995,15315.302027
1989,15091.175477
1999,15192.77114
2015,15362.306934
2026,15525.944149
2020,15452.486972
2033,15477.489282
2043,15463.77918
2032,15478.687475
2054,15628.824748
209,1749.602424
2032,15494.631054
2037,15533.228865
2066,15851.313745
2072,15747.709224
2062,15605.358792
2073,16622.279824
2078,16555.60312
2086,15708.579313
2077,17852.589514
2079,15788.497139
217,2026.993538
2100,16217.342198
2103,16291.109679
2131,16891.719424
2136,17182.845675
2123,16992.165908
2141,17155.688524
2148,16226.632247
2166,16684.563978
2175,17078.729154
2178,16593.432932
228,1915.491453
2190,16718.150749
234,2012.387083
237,1967.08567
244,2021.702872
251,2054.330525
29,399.163875
256,2106.963199
258,2077.719611
269,2308.582557
264,2208.023236
275,2259.514489
290,2442.840076
283,2405.080788
292,2397.992481
305,2486.76981
311,2522.916227
37,449.576472
312,2561.278843
318,2531.970374
335,2749.931416
338,2807.222513
343,2804.980574
349,2842.106209
352,2770.547523
355,2916.628643
380,3127.956958
369,2971.111498
40,552.575902
382,3108.442428
389,3088.570342
386,3101.952863
406,3155.71638
394,3225.754936
410,3261.316714
414,3288.64947
417,3273.096591
433,3412.779828
434,3478.290428
48,588.619709
439,3423.275474
446,3503.314953
448,3597.287035
453,3510.381398
457,3752.883173
460,3648.440128
478,3777.801912
482,3830.82987
495,3848.521018
489,3899.647665
56,587.870397
495,3909.548093
506,3994.358481
506,4037.593911
524,4153.47832
521,4077.166356
524,4167.216632
537,4245.685907
542,4347.366551
544,4303.960454
563,4535.36255
62,713.881263
561,4441.639767
570,4418.832499
575,4538.411277
582,4482.148411
581,4573.619381
605,4703.144779
609,4759.309618
597,4618.593566
610,4785.795035
